[2022-09-10 03:59:17,834] {taskinstance.py:877} INFO - Dependencies all met for <TaskInstance: trip_etl.ssh_task 2022-09-10T03:59:17.334897+00:00 [queued]>
[2022-09-10 03:59:17,844] {taskinstance.py:877} INFO - Dependencies all met for <TaskInstance: trip_etl.ssh_task 2022-09-10T03:59:17.334897+00:00 [queued]>
[2022-09-10 03:59:17,845] {taskinstance.py:1068} INFO - 
--------------------------------------------------------------------------------
[2022-09-10 03:59:17,845] {taskinstance.py:1069} INFO - Starting attempt 1 of 1
[2022-09-10 03:59:17,845] {taskinstance.py:1070} INFO - 
--------------------------------------------------------------------------------
[2022-09-10 03:59:17,859] {taskinstance.py:1089} INFO - Executing <Task(SSHOperator): ssh_task> on 2022-09-10T03:59:17.334897+00:00
[2022-09-10 03:59:17,866] {standard_task_runner.py:76} INFO - Running: ['airflow', 'tasks', 'run', 'trip_etl', 'ssh_task', '2022-09-10T03:59:17.334897+00:00', '--job-id', '92', '--pool', 'default_pool', '--raw', '--subdir', 'DAGS_FOLDER/clickhouse test.py', '--cfg-path', '/tmp/tmpemn1ewky', '--error-file', '/tmp/tmpom2gfalz']
[2022-09-10 03:59:17,867] {standard_task_runner.py:77} INFO - Job 92: Subtask ssh_task
[2022-09-10 03:59:17,863] {standard_task_runner.py:52} INFO - Started process 82 to run task
[2022-09-10 03:59:17,897] {logging_mixin.py:104} INFO - Running <TaskInstance: trip_etl.ssh_task 2022-09-10T03:59:17.334897+00:00 [running]> on host 3f125d5f6fbd
[2022-09-10 03:59:17,921] {taskinstance.py:1283} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_OWNER=airflow
AIRFLOW_CTX_DAG_ID=trip_etl
AIRFLOW_CTX_TASK_ID=ssh_task
AIRFLOW_CTX_EXECUTION_DATE=2022-09-10T03:59:17.334897+00:00
AIRFLOW_CTX_DAG_RUN_ID=manual__2022-09-10T03:59:17.334897+00:00
[2022-09-10 03:59:17,922] {ssh.py:91} INFO - ssh_hook is not provided or invalid. Trying ssh_conn_id to create SSHHook.
[2022-09-10 03:59:17,927] {base.py:78} INFO - Using connection to: id: nfrssh. Host: 172.30.16.1, Port: 22, Schema: , Login: nfrs, Password: XXXXXXXX, extra: XXXXXXXX
[2022-09-10 03:59:17,928] {ssh.py:204} WARNING - Remote Identification Change is not verified. This wont protect against Man-In-The-Middle attacks
[2022-09-10 03:59:17,928] {ssh.py:210} WARNING - No Host Key Verification. This wont protect against Man-In-The-Middle attacks
[2022-09-10 03:59:17,951] {transport.py:1819} INFO - Connected (version 2.0, client OpenSSH_for_Windows_8.1)
[2022-09-10 03:59:18,050] {transport.py:1819} INFO - Authentication (password) successful!
[2022-09-10 03:59:18,051] {ssh.py:110} INFO - Running command: cd C:/Users/nfrs/Documents/Jupyter/NetologyDiplom/ && bin.bat
[2022-09-10 03:59:18,113] {ssh.py:142} INFO - 
nfrs@DESKTOP-FKD5HF9 C:\Users\nfrs\Documents\Jupyter\NetologyDiplom>set root=C:\Users\nfrs\anaconda3 

[2022-09-10 03:59:18,113] {ssh.py:142} INFO - nfrs@DESKTOP-FKD5HF9 C:\Users\nfrs\Documents\Jupyter\NetologyDiplom>call C:\Users\nfrs\anaconda3\Scripts\activate.bat C:\Users\nfrs\anaconda3 
[2022-09-10 03:59:19,033] {ssh.py:142} INFO - 
[2022-09-10 03:59:19,034] {ssh.py:142} INFO - (base) nfrs@DESKTOP-FKD5HF9 C:\Users\nfrs\Documents\Jupyter\NetologyDiplom>call python trip_etl.py 
[2022-09-10 03:59:23,182] {ssh.py:146} WARNING - 2022-09-10 12:59:23.181 | INFO     | __main__:<module>:101 - Сравнение таблицы исходника с актуальной версией
2022-09-10 12:59:25.454 | INFO     | __main__:zip_extractor:196 - 2013-07 - Citi Bike trip data.csv файл разархивирован
2022-09-10 12:59:25.454 | INFO     | __main__:<module>:287 - Файл существует: 201308-citibike-tripdata.zip
2022-09-10 12:59:25.455 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 2013-08 - Citi Bike trip data.csv
2022-09-10 12:59:25.455 | INFO     | __main__:zip_extractor:196 - 2013-08 - Citi Bike trip data.csv файл разархивирован
2022-09-10 12:59:25.455 | INFO     | __main__:<module>:287 - Файл существует: 201309-citibike-tripdata.zip
2022-09-10 12:59:25.455 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 2013-09 - Citi Bike trip data.csv
2022-09-10 12:59:25.455 | INFO     | __main__:zip_extractor:196 - 2013-09 - Citi Bike trip data.csv файл разархивирован
2022-09-10 12:59:25.456 | INFO     | __main__:<module>:287 - Файл существует: 201310-citibike-tripdata.zip
2022-09-10 12:59:25.456 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 2013-10 - Citi Bike trip data.csv
2022-09-10 12:59:25.456 | INFO     | __main__:zip_extractor:196 - 2013-10 - Citi Bike trip data.csv файл разархивирован
2022-09-10 12:59:25.456 | INFO     | __main__:<module>:287 - Файл существует: 201311-citibike-tripdata.zip
2022-09-10 12:59:25.456 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 2013-11 - Citi Bike trip data.csv
2022-09-10 12:59:25.457 | INFO     | __main__:zip_extractor:196 - 2013-11 - Citi Bike trip data.csv файл разархивирован
2022-09-10 12:59:25.457 | INFO     | __main__:<module>:287 - Файл существует: 201312-citibike-tripdata.zip
2022-09-10 12:59:25.457 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 2013-12 - Citi Bike trip data.csv
2022-09-10 12:59:25.457 | INFO     | __main__:zip_extractor:196 - 2013-12 - Citi Bike trip data.csv файл разархивирован
2022-09-10 12:59:25.457 | INFO     | __main__:<module>:287 - Файл существует: 201401-citibike-tripdata.zip
2022-09-10 12:59:25.458 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 2014-01 - Citi Bike trip data.csv
[2022-09-10 03:59:25,460] {ssh.py:146} WARNING - 2022-09-10 12:59:25.458 | INFO     | __main__:zip_extractor:196 - 2014-01 - Citi Bike trip data.csv файл разархивирован
2022-09-10 12:59:25.458 | INFO     | __main__:<module>:287 - Файл существует: 201402-citibike-tripdata.zip
2022-09-10 12:59:25.458 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 2014-02 - Citi Bike trip data.csv
2022-09-10 12:59:25.458 | INFO     | __main__:zip_extractor:196 - 2014-02 - Citi Bike trip data.csv файл разархивирован
2022-09-10 12:59:25.459 | INFO     | __main__:<module>:287 - Файл существует: 201403-citibike-tripdata.zip
2022-09-10 12:59:25.459 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 2014-03 - Citi Bike trip data.csv
2022-09-10 12:59:25.459 | INFO     | __main__:zip_extractor:196 - 2014-03 - Citi Bike trip data.csv файл разархивирован
[2022-09-10 03:59:25,461] {ssh.py:146} WARNING - 2022-09-10 12:59:25.459 | INFO     | __main__:<module>:287 - Файл существует: 201404-citibike-tripdata.zip
2022-09-10 12:59:25.460 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 2014-04 - Citi Bike trip data.csv
2022-09-10 12:59:25.460 | INFO     | __main__:zip_extractor:196 - 2014-04 - Citi Bike trip data.csv файл разархивирован
[2022-09-10 03:59:25,462] {ssh.py:146} WARNING - 2022-09-10 12:59:25.460 | INFO     | __main__:<module>:287 - Файл существует: 201405-citibike-tripdata.zip
2022-09-10 12:59:25.460 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 2014-05 - Citi Bike trip data.csv
2022-09-10 12:59:25.461 | INFO     | __main__:zip_extractor:196 - 2014-05 - Citi Bike trip data.csv файл разархивирован
2022-09-10 12:59:25.461 | INFO     | __main__:<module>:287 - Файл существует: 201406-citibike-tripdata.zip
2022-09-10 12:59:25.462 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 2014-06 - Citi Bike trip data.csv
[2022-09-10 03:59:25,462] {ssh.py:146} WARNING - 2022-09-10 12:59:25.462 | INFO     | __main__:zip_extractor:196 - 2014-06 - Citi Bike trip data.csv файл разархивирован
[2022-09-10 03:59:25,463] {ssh.py:146} WARNING - 2022-09-10 12:59:25.462 | INFO     | __main__:<module>:287 - Файл существует: 201407-citibike-tripdata.zip
[2022-09-10 03:59:25,465] {ssh.py:146} WARNING - 2022-09-10 12:59:25.462 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 2014-07 - Citi Bike trip data.csv
2022-09-10 12:59:25.462 | INFO     | __main__:zip_extractor:196 - 2014-07 - Citi Bike trip data.csv файл разархивирован
2022-09-10 12:59:25.463 | INFO     | __main__:<module>:287 - Файл существует: 201408-citibike-tripdata.zip
2022-09-10 12:59:25.463 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 2014-08 - Citi Bike trip data.csv
2022-09-10 12:59:25.463 | INFO     | __main__:zip_extractor:196 - 2014-08 - Citi Bike trip data.csv файл разархивирован
2022-09-10 12:59:25.463 | INFO     | __main__:<module>:287 - Файл существует: 201409-citibike-tripdata.zip
2022-09-10 12:59:25.464 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201409-citibike-tripdata.csv
2022-09-10 12:59:25.464 | INFO     | __main__:zip_extractor:196 - 201409-citibike-tripdata.csv файл разархивирован
2022-09-10 12:59:25.464 | INFO     | __main__:<module>:287 - Файл существует: 201410-citibike-tripdata.zip
2022-09-10 12:59:25.464 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201410-citibike-tripdata.csv
2022-09-10 12:59:25.464 | INFO     | __main__:zip_extractor:196 - 201410-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,466] {ssh.py:146} WARNING - 2022-09-10 12:59:25.465 | INFO     | __main__:<module>:287 - Файл существует: 201411-citibike-tripdata.zip
2022-09-10 12:59:25.465 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201411-citibike-tripdata.csv
2022-09-10 12:59:25.465 | INFO     | __main__:zip_extractor:196 - 201411-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,467] {ssh.py:146} WARNING - 2022-09-10 12:59:25.465 | INFO     | __main__:<module>:287 - Файл существует: 201412-citibike-tripdata.zip
2022-09-10 12:59:25.466 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201412-citibike-tripdata.csv
2022-09-10 12:59:25.466 | INFO     | __main__:zip_extractor:196 - 201412-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,467] {ssh.py:146} WARNING - 2022-09-10 12:59:25.466 | INFO     | __main__:<module>:287 - Файл существует: 201501-citibike-tripdata.zip
2022-09-10 12:59:25.466 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201501-citibike-tripdata.csv
[2022-09-10 03:59:25,467] {ssh.py:146} WARNING - 2022-09-10 12:59:25.466 | INFO     | __main__:zip_extractor:196 - 201501-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,468] {ssh.py:146} WARNING - 2022-09-10 12:59:25.467 | INFO     | __main__:<module>:287 - Файл существует: 201502-citibike-tripdata.zip
2022-09-10 12:59:25.467 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201502-citibike-tripdata.csv
2022-09-10 12:59:25.467 | INFO     | __main__:zip_extractor:196 - 201502-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,469] {ssh.py:146} WARNING - 2022-09-10 12:59:25.467 | INFO     | __main__:<module>:287 - Файл существует: 201503-citibike-tripdata.zip
2022-09-10 12:59:25.468 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201503-citibike-tripdata.csv
2022-09-10 12:59:25.468 | INFO     | __main__:zip_extractor:196 - 201503-citibike-tripdata.csv файл разархивирован
2022-09-10 12:59:25.468 | INFO     | __main__:<module>:287 - Файл существует: 201504-citibike-tripdata.zip
2022-09-10 12:59:25.468 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201504-citibike-tripdata.csv
2022-09-10 12:59:25.468 | INFO     | __main__:zip_extractor:196 - 201504-citibike-tripdata.csv файл разархивирован
2022-09-10 12:59:25.469 | INFO     | __main__:<module>:287 - Файл существует: 201505-citibike-tripdata.zip
[2022-09-10 03:59:25,470] {ssh.py:146} WARNING - 2022-09-10 12:59:25.469 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201505-citibike-tripdata.csv
[2022-09-10 03:59:25,470] {ssh.py:146} WARNING - 2022-09-10 12:59:25.469 | INFO     | __main__:zip_extractor:196 - 201505-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,471] {ssh.py:146} WARNING - 2022-09-10 12:59:25.469 | INFO     | __main__:<module>:287 - Файл существует: 201506-citibike-tripdata.zip
2022-09-10 12:59:25.470 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201506-citibike-tripdata.csv
2022-09-10 12:59:25.470 | INFO     | __main__:zip_extractor:196 - 201506-citibike-tripdata.csv файл разархивирован
2022-09-10 12:59:25.470 | INFO     | __main__:<module>:287 - Файл существует: 201507-citibike-tripdata.zip
2022-09-10 12:59:25.470 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201507-citibike-tripdata.csv
2022-09-10 12:59:25.470 | INFO     | __main__:zip_extractor:196 - 201507-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,472] {ssh.py:146} WARNING - 2022-09-10 12:59:25.471 | INFO     | __main__:<module>:287 - Файл существует: 201508-citibike-tripdata.zip
[2022-09-10 03:59:25,474] {ssh.py:146} WARNING - 2022-09-10 12:59:25.471 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201508-citibike-tripdata.csv
2022-09-10 12:59:25.471 | INFO     | __main__:zip_extractor:196 - 201508-citibike-tripdata.csv файл разархивирован
2022-09-10 12:59:25.471 | INFO     | __main__:<module>:287 - Файл существует: 201509-citibike-tripdata.zip
2022-09-10 12:59:25.472 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201509-citibike-tripdata.csv
2022-09-10 12:59:25.472 | INFO     | __main__:zip_extractor:196 - 201509-citibike-tripdata.csv файл разархивирован
2022-09-10 12:59:25.472 | INFO     | __main__:<module>:287 - Файл существует: 201510-citibike-tripdata.zip
2022-09-10 12:59:25.473 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201510-citibike-tripdata.csv
2022-09-10 12:59:25.473 | INFO     | __main__:zip_extractor:196 - 201510-citibike-tripdata.csv файл разархивирован
2022-09-10 12:59:25.473 | INFO     | __main__:<module>:287 - Файл существует: 201511-citibike-tripdata.zip
[2022-09-10 03:59:25,474] {ssh.py:146} WARNING - 2022-09-10 12:59:25.473 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201511-citibike-tripdata.csv
[2022-09-10 03:59:25,474] {ssh.py:146} WARNING - 2022-09-10 12:59:25.474 | INFO     | __main__:zip_extractor:196 - 201511-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,475] {ssh.py:146} WARNING - 2022-09-10 12:59:25.474 | INFO     | __main__:<module>:287 - Файл существует: 201512-citibike-tripdata.zip
2022-09-10 12:59:25.474 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201512-citibike-tripdata.csv
2022-09-10 12:59:25.474 | INFO     | __main__:zip_extractor:196 - 201512-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,476] {ssh.py:146} WARNING - 2022-09-10 12:59:25.475 | INFO     | __main__:<module>:287 - Файл существует: 201601-citibike-tripdata.zip
[2022-09-10 03:59:25,476] {ssh.py:146} WARNING - 2022-09-10 12:59:25.475 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201601-citibike-tripdata.csv
[2022-09-10 03:59:25,477] {ssh.py:146} WARNING - 2022-09-10 12:59:25.475 | INFO     | __main__:zip_extractor:196 - 201601-citibike-tripdata.csv файл разархивирован
2022-09-10 12:59:25.475 | INFO     | __main__:<module>:287 - Файл существует: 201602-citibike-tripdata.zip
2022-09-10 12:59:25.476 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201602-citibike-tripdata.csv
2022-09-10 12:59:25.476 | INFO     | __main__:zip_extractor:196 - 201602-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,478] {ssh.py:146} WARNING - 2022-09-10 12:59:25.476 | INFO     | __main__:<module>:287 - Файл существует: 201603-citibike-tripdata.zip
2022-09-10 12:59:25.477 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201603-citibike-tripdata.csv
2022-09-10 12:59:25.477 | INFO     | __main__:zip_extractor:196 - 201603-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,478] {ssh.py:146} WARNING - 2022-09-10 12:59:25.477 | INFO     | __main__:<module>:287 - Файл существует: 201604-citibike-tripdata.zip
[2022-09-10 03:59:25,479] {ssh.py:146} WARNING - 2022-09-10 12:59:25.477 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201604-citibike-tripdata.csv
2022-09-10 12:59:25.477 | INFO     | __main__:zip_extractor:196 - 201604-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,479] {ssh.py:146} WARNING - 2022-09-10 12:59:25.478 | INFO     | __main__:<module>:287 - Файл существует: 201605-citibike-tripdata.zip
2022-09-10 12:59:25.478 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201605-citibike-tripdata.csv
2022-09-10 12:59:25.478 | INFO     | __main__:zip_extractor:196 - 201605-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,480] {ssh.py:146} WARNING - 2022-09-10 12:59:25.479 | INFO     | __main__:<module>:287 - Файл существует: 201606-citibike-tripdata.zip
2022-09-10 12:59:25.479 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201606-citibike-tripdata.csv
[2022-09-10 03:59:25,480] {ssh.py:146} WARNING - 2022-09-10 12:59:25.479 | INFO     | __main__:zip_extractor:196 - 201606-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,481] {ssh.py:146} WARNING - 2022-09-10 12:59:25.479 | INFO     | __main__:<module>:287 - Файл существует: 201607-citibike-tripdata.zip
2022-09-10 12:59:25.480 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201607-citibike-tripdata.csv
[2022-09-10 03:59:25,481] {ssh.py:146} WARNING - 2022-09-10 12:59:25.480 | INFO     | __main__:zip_extractor:196 - 201607-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,481] {ssh.py:146} WARNING - 2022-09-10 12:59:25.480 | INFO     | __main__:<module>:287 - Файл существует: 201608-citibike-tripdata.zip
[2022-09-10 03:59:25,482] {ssh.py:146} WARNING - 2022-09-10 12:59:25.481 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201608-citibike-tripdata.csv
2022-09-10 12:59:25.481 | INFO     | __main__:zip_extractor:196 - 201608-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,482] {ssh.py:146} WARNING - 2022-09-10 12:59:25.481 | INFO     | __main__:<module>:287 - Файл существует: 201609-citibike-tripdata.zip
2022-09-10 12:59:25.481 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201609-citibike-tripdata.csv
[2022-09-10 03:59:25,483] {ssh.py:146} WARNING - 2022-09-10 12:59:25.481 | INFO     | __main__:zip_extractor:196 - 201609-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,483] {ssh.py:146} WARNING - 2022-09-10 12:59:25.482 | INFO     | __main__:<module>:287 - Файл существует: 201610-citibike-tripdata.zip
2022-09-10 12:59:25.482 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201610-citibike-tripdata.csv
[2022-09-10 03:59:25,483] {ssh.py:146} WARNING - 2022-09-10 12:59:25.482 | INFO     | __main__:zip_extractor:196 - 201610-citibike-tripdata.csv файл разархивирован
[2022-09-10 03:59:25,484] {ssh.py:146} WARNING - 2022-09-10 12:59:25.483 | INFO     | __main__:<module>:287 - Файл существует: 201611-citibike-tripdata.zip
[2022-09-10 03:59:25,484] {ssh.py:146} WARNING - 2022-09-10 12:59:25.483 | INFO     | __main__:zip_extractor:193 - Извлекаемый из архива файл существует: 201611-citibike-tripdata.csv
